ANO;MES;MONTH_;QUINCENA;TRIMESTRE;MARCA;LINEA;FAMILIA;MODELO;SERVICIO;SEGMENTO;TAMANO;OBJETIVO;OBJECTIVE;TIPO;COMBUSTIBLE;STATUS;NACIONAL_IMPORT;DEPARTAMENTO;CANTIDAD
2010;1;MARCH;Primera Quincena;1Q;MAZDA;2;2;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;IMPORTADO;Santander;1
2010;1;MARCH;Primera Quincena;1Q;MAZDA;2;2;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;IMPORTADO;Risaralda;1
2010;1;MARCH;Primera Quincena;1Q;MAZDA;2;2;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;IMPORTADO;Santander;1
2010;1;MARCH;Primera Quincena;1Q;RENAULT;SANDERO;SANDERO;2010;Particular;Automóvil;B;Bajo;Low;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;MARCH;Primera Quincena;1Q;MAZDA;3;3;2010;Particular;Automóvil;C;Medio;Medium;SEDAN;;CBU;IMPORTADO;Antioquia;1
2010;1;MARCH;Primera Quincena;1Q;MAZDA;3;3;2010;Particular;Automóvil;C;Medio;Medium;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;MARCH;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;2
2010;1;MARCH;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Boyaca;1
2010;1;MARCH;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;SPARK;SPARK;2010;Particular;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;MAZDA;BT 50;BT-50;2010;Particular;Pick Up;B;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;MAZDA;BT 50;BT-50;2010;Particular;Pick Up;B;Medio;Medium;;;CBU;IMPORTADO;Santander;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;SPARK;SPARK;2010;Particular;Automóvil;A;Bajo;Low;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;MAZDA;BT 50;BT-50;2010;Particular;Pick Up;B;Medio;Medium;;;CBU;IMPORTADO;Risaralda;1
2010;1;APRIL;Primera Quincena;1Q;MAZDA;BT 50;BT-50;2010;Particular;Pick Up;B;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;MAZDA;BT 50;BT-50;2010;Particular;Pick Up;B;Medio;Medium;;;CBU;IMPORTADO;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;MAZDA;BT 50;BT-50;2010;Particular;Pick Up;B;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;VOLKSWAGEN;JETTA;JETTA;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;IMPORTADO;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;KIA;RIO EX;RIO;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;KIA;CERATO LX;CERATO TD;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CKD;NACIONAL;Caldas;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;GRAND VITARA;GRAND VITARA;2010;Particular;SUV;B;Medio;Medium;;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;GRAND VITARA;GRAND VITARA;2010;Particular;SUV;B;Medio;Medium;;;CBU;IMPORTADO;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;LUV D MAX;LUV;2010;Público;Pick Up;C;Medio;Medium;;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;LUV D MAX;LUV;2010;Público;Pick Up;C;Medio;Medium;;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;SUZUKI;GRAND VITARA SZ;GRAND VITARA;2010;Público;SUV;B;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;KIA;PICANTO;PICANTO;2010;Público;Automóvil;A;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Huila;1
2010;1;APRIL;Primera Quincena;1Q;SSANGYONG;ACTYON G23D;ACTYON;2010;Particular;SUV;B;Bajo;Low;;;CBU;NACIONAL;Bogota D.C.;2
2010;1;APRIL;Primera Quincena;1Q;KIA;RIO SEPHIA;SEPHIA;2010;Público;Automóvil;B;Medio;Medium;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;SPARK;SPARK;2010;Público;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Magdalena;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;OPTRA ADVANCE;OPTRA;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;IMPORTADO;Santander;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;H100;;2009;Público;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Boyaca;1
2010;1;APRIL;Primera Quincena;1Q;VOLKSWAGEN;BORA STYLE;;2009;Particular;INCONSISTENCIA;;;;;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;KIA;CERATO;CERATO TD;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;SPARK;SPARK;2010;Particular;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Quindio;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;BMW;318 i;318;2010;Particular;Automóvil;C;Alto;High;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;SUZUKI;GRAND VITARA SZ;GRAND VITARA;2010;Particular;SUV;B;Medio;Medium;;;CBU;IMPORTADO;Risaralda;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO FAMILY;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;OPTRA ADVANCE;OPTRA;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;IMPORTADO;Santander;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;OPTRA ADVANCE;OPTRA;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;IMPORTADO;Cundinamarca;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;OPTRA ADVANCE;OPTRA;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;IMPORTADO;Atlantico;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;OPTRA ADVANCE;OPTRA;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHANA;BENNI SC;;2009;Particular;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO FAMILY;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO FAMILY;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO FAMILY;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO FAMILY;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;NISSAN;TIIDA;TIIDA;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;CAPTIVA SPORT;CAPTIVA;2010;Particular;SUV;B;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;5
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;CAPTIVA SPORT;CAPTIVA;2010;Particular;SUV;B;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO GT EMOTION;AVEO GT EMOTION;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;IMPORTADO;Santander;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO GT EMOTION;AVEO GT EMOTION;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO EMOTION L;AVEO EMOTION;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;NACIONAL;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;LUV TFS;;1999;Oficial;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;AUDI;A3;A 3;2010;Particular;Automóvil;B;Alto;High;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO EMOTION GTi;AVEO EMOTION;2010;Particular;Automóvil;B;Medio;Medium;COUPE;;CBU;IMPORTADO;Magdalena;1
2010;1;APRIL;Primera Quincena;1Q;NISSAN;ALMERA;;2005;Particular;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;TAXI 7:24;TAXI 7:24;2010;Público;Automóvil;A;Medio;Medium;SEDAN;;CBU;NACIONAL;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;TAXI 7:24;TAXI 7:24;2010;Público;Automóvil;A;Medio;Medium;SEDAN;;CBU;IMPORTADO;Santander;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;SANDERO DYNAMIQUE;SANDERO;2010;Particular;Automóvil;B;Bajo;Low;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;SANDERO DYNAMIQUE;SANDERO;2010;Particular;Automóvil;B;Bajo;Low;HATCHBACK;;CBU;IMPORTADO;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;DODGE;JOURNEY SE;JOURNEY;2010;Particular;SUV;C;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO EMOTION;AVEO EMOTION;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO EMOTION;AVEO EMOTION;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO EMOTION;AVEO EMOTION;2010;Particular;Automóvil;B;Medio;Medium;COUPE;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO EMOTION;AVEO EMOTION;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO EMOTION;AVEO EMOTION;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;IMPORTADO;Quindio;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO EMOTION;AVEO EMOTION;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;MAZDA;3;3;2010;Particular;Automóvil;C;Medio;Medium;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;MAZDA;3;3;2010;Particular;Automóvil;C;Medio;Medium;SEDAN;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;ATOS;2010;Particular;Automóvil;A;Bajo;Low;HATCHBACK;;CBU;IMPORTADO;Santander;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;ATOS;2010;Público;Automóvil;A;Bajo;Low;HATCHBACK;;CBU;IMPORTADO;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;ATOS;2010;Público;Automóvil;A;Bajo;Low;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;ATOS;2010;Público;Automóvil;A;Bajo;Low;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;ATOS;2010;Público;Automóvil;A;Bajo;Low;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;;2009;Público;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;ATOS;2010;Público;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;ATOS;2010;Público;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN EXPRESSION;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;STEPWAY;STEPWAY;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;IMPORTADO;Magdalena;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;STEPWAY;STEPWAY;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;IMPORTADO;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;SANDERO EXPRESSION;SANDERO;2010;Particular;Automóvil;B;Bajo;Low;HATCHBACK;;CBU;IMPORTADO;Antioquia;3
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Antioquia;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;NISSAN;SENTRA B13;SENTRA B13;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Quindio;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;i 10 GL;I 10;2010;Particular;Automóvil;A;Medio;Medium;HATCHBACK;;CBU;IMPORTADO;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Santander;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Valle del Cauca;1
2010;1;APRIL;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2010;1;APRIL;Primera Quincena;1Q;HYUNDAI;ACCENT GLS;ACCENT;2010;Particular;Automóvil;B;Medio;Medium;SEDAN;;CBU;IMPORTADO;Cordoba;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;ATOS;2010;Público;Automóvil;A;Bajo;Low;HATCHBACK;;CBU;IMPORTADO;Bolivar;1
2011;1;JANUARY;Primera Quincena;1Q;MAZDA;3;3;2010;Particular;Automóvil;C;Medio;Medium;SEDAN;;CBU;IMPORTADO;Cundinamarca;1
2011;1;JANUARY;Primera Quincena;1Q;MAZDA;3;3;2010;Particular;Automóvil;C;Medio;Medium;SEDAN;;CBU;NACIONAL;Antioquia;1
2011;1;JANUARY;Primera Quincena;1Q;RENAULT;LOGAN FAMILIER;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Meta;1
2011;1;JANUARY;Primera Quincena;1Q;VOLKSWAGEN;TRANSPORTER T5;;2009;Público;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Cundinamarca;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;ATOS PRIME GL;;2009;Público;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Santander;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;i 10;I 10;2010;Particular;Automóvil;A;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Antioquia;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;i 10 GL;I 10;2010;Particular;Automóvil;A;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;i 10 GL;I 10;2010;Particular;Automóvil;A;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;GETZ GL;GETZ;2010;Particular;Automóvil;B;Bajo;Low;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;KIA;CERATO FORTE;CERATO TD;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;IMPORTADO;Quindio;1
2011;1;JANUARY;Primera Quincena;1Q;KIA;CERATO FORTE;CERATO TD;2010;Particular;Automóvil;C;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;CITROEN;XSARA PICASSO EXCLUSIVE 2.0 16V BVA;;2009;Particular;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Santander;1
2011;1;JANUARY;Primera Quincena;1Q;NISSAN;TIIDA;;2009;Particular;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Risaralda;1
2011;1;JANUARY;Primera Quincena;1Q;RENAULT;LOGAN DYNAMIQUE;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;RENAULT;LOGAN;LOGAN;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;RENAULT;STEPWAY;STEPWAY;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;RENAULT;STEPWAY;STEPWAY;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;SEAT;LEON STYLANCE;;2009;Particular;INCONSISTENCIA;;;;;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;KIA;RIO;RIO;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;IMPORTADO;Valle del Cauca;1
2011;1;JANUARY;Primera Quincena;1Q;NISSAN;SENTRA B13;SENTRA B13;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Tolima;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;C 70;;1989;Particular;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;FORD;ECONOLINE;;2001;Oficial;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Valle del Cauca;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;SPARK;SPARK;2010;Público;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Antioquia;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;SPARK;SPARK;2010;Público;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Antioquia;1
2011;1;JANUARY;Primera Quincena;1Q;RENAULT;CLIO EXPRESSION;CLIO;2010;Particular;Automóvil;A;Medio;Medium;HATCHBACK;;CBU;IMPORTADO;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;RENAULT;STEPWAY;STEPWAY;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;FORD;EDGE;EDGE;2010;Particular;SUV;C;Medio;Medium;;;CBU;IMPORTADO;Valle del Cauca;1
2011;1;JANUARY;Primera Quincena;1Q;MITSUBISHI;MONTERO HARDTOP;MONTERO;2010;Particular;SUV;C;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;MERCEDES BENZ;ML-350;;2007;Particular;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;TUCSON GL;TUCSON;2010;Particular;SUV;B;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;2
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;TUCSON GL;TUCSON;2010;Particular;SUV;B;Medio;Medium;;;CBU;IMPORTADO;Cundinamarca;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;TUCSON GL;TUCSON;2010;Particular;SUV;B;Medio;Medium;;;CBU;NACIONAL;Antioquia;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;CAPTIVA SPORT;CAPTIVA;2010;Particular;SUV;B;Medio;Medium;;;CBU;IMPORTADO;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;MAZDA;CX-7;CX-7;2010;Particular;SUV;C;Medio;Medium;;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;NON PLUS ULTRA;NPU 6-150;NPU 6-150;2010;Público;Buses;;;;;;CBU;IMPORTADO;Boyaca;1
2011;1;JANUARY;Primera Quincena;1Q;ZOTYE;DADI XS6400;;2009;Particular;INCONSISTENCIA;;;;;;CBU;IMPORTADO;Antioquia;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;H100 PORTER;H 100;2010;Público;Camiones;B;;;;;CBU;IMPORTADO;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;AVEO;AVEO;2010;Particular;Automóvil;B;Bajo;Low;SEDAN;;CBU;IMPORTADO;Santander;1
2011;1;JANUARY;Primera Quincena;1Q;MAZDA;2;2;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;IMPORTADO;Magdalena;1
2011;1;JANUARY;Primera Quincena;1Q;MAZDA;2;2;2010;Particular;Automóvil;B;Medio;Medium;HATCHBACK;;CBU;NACIONAL;Caldas;1
2011;1;JANUARY;Primera Quincena;1Q;RENAULT;TWINGO ACCESS PLUS;TWINGO;2010;Particular;Automóvil;A;Medio;Medium;COUPE;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;HYUNDAI;H1512D-A;H 1;2010;Público;Van;B;Medio;Medium;PASAJEROS;;CBU;NACIONAL;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;SPARK GO;SPARK;2010;Particular;Automóvil;A;Bajo;Low;HATCHBACK;;CBU;IMPORTADO;Valle del Cauca;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;SPARK GO;SPARK;2010;Particular;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Santander;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;TAXI 7:24;TAXI 7:24;2010;Público;Automóvil;A;Medio;Medium;SEDAN;;CBU;IMPORTADO;Bogota D.C.;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;SPARK LOCAL;SPARK;2010;Particular;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Cundinamarca;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;SPARK LOCAL;SPARK;2010;Particular;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Risaralda;1
2011;1;JANUARY;Primera Quincena;1Q;CHEVROLET;SPARK LOCAL;SPARK;2010;Particular;Automóvil;A;Bajo;Low;SEDAN;;CBU;IMPORTADO;Santander;1
2011;1;JANUARY;Primera Quincena;1Q;TOYOTA;COROLLA;COROLLA;2010;Particular;Automóvil;C;Medio;Medium;SEDAN;;CBU;NACIONAL;Bogota D.C.;1
